Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.L_TR_SUB_MT_FIC_534",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Line.L_65453360"       ,   2,        -0.0,        -0.0
"Line.L_65453019"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_65453019"       ,   2,        -0.0,        -0.0
"Line.L_65453022"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_65453022"       ,   2,        -0.0,        -0.0
"Line.L_65453024"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_65453024"       ,   2,        -0.0,        -0.0
"Line.L_65469879"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_65469879"       ,   2,        -0.0,        -0.0
"Line.L_65434492"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.L_65434492"       ,   2,        -0.0,        -0.0
"Line.L_65434705"       ,   1,     -1218.6,      -594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65434705"       ,   2,      1218.6,       594.5
"Line.L_65435197"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65435197"       ,   2,     -1218.6,      -594.5
"Line.L_65434687"       ,   1,     -1218.6,      -594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65434687"       ,   2,      1218.6,       594.5
"Line.L_65434674"       ,   1,     -1218.6,      -594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65434674"       ,   2,      1218.6,       594.5
"Line.L_65471880"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65471880"       ,   2,     -1218.6,      -594.5
"Line.L_65434627"       ,   1,     -2437.3,     -1189.0,         0.0,         0.0,         0.0,         0.0
"Line.L_65434627"       ,   2,      2437.3,      1189.1
"Line.L_65434662"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65434662"       ,   2,     -1218.6,      -594.5
"Line.L_65434661"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65434661"       ,   2,     -1218.6,      -594.5
"Line.L_65434656"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65434656"       ,   2,     -1218.6,      -594.5
"Line.L_65435174"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65435174"       ,   2,     -1218.6,      -594.5
"Line.L_65435177"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65435177"       ,   2,     -1218.6,      -594.5
"Line.L_65435180"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65435180"       ,   2,     -1218.6,      -594.5
"Line.L_65434597"       ,   1,     -2437.3,     -1189.1,         0.0,         0.0,         0.0,         0.0
"Line.L_65434597"       ,   2,      2437.3,      1189.1
"Line.L_65434600"       ,   1,     -2437.3,     -1189.1,         0.0,         0.0,         0.0,         0.0
"Line.L_65434600"       ,   2,      2437.4,      1189.1
"Line.L_65434602"       ,   1,     -2437.4,     -1189.1,         0.0,         0.0,         0.0,         0.0
"Line.L_65434602"       ,   2,      2437.4,      1189.1
"Line.L_65434606"       ,   1,     -2437.4,     -1189.1,         0.0,         0.0,         0.0,         0.0
"Line.L_65434606"       ,   2,      2437.5,      1189.1
"Line.L_65434612"       ,   1,     -2437.5,     -1189.1,         0.0,         0.0,         0.0,         0.0
"Line.L_65434612"       ,   2,      2437.5,      1189.2
"Line.L_65434615"       ,   1,     -2437.5,     -1189.2,         0.0,         0.0,         0.0,         0.0
"Line.L_65434615"       ,   2,      2437.5,      1189.2
"Line.L_65434621"       ,   1,     -2437.5,     -1189.2,         0.0,         0.0,         0.0,         0.0
"Line.L_65434621"       ,   2,      2437.6,      1189.2
"Line.L_65434583"       ,   1,     -2437.6,     -1189.2,         0.0,         0.0,         0.0,         0.0
"Line.L_65434583"       ,   2,      2437.6,      1189.2
"Line.L_65434379"       ,   1,      1218.6,       594.5,         0.0,         0.0,         0.0,         0.0
"Line.L_65434379"       ,   2,     -1218.6,      -594.5
"Line.L_TR_SUB_MT_FIC_1789",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Line.L_TR_SUB_MT_FIC_1789",   2,      -609.3,      -297.2
"Line.L_TR_SUB_MT_FIC_1803",   1,     -3046.9,     -1486.5,         0.0,         0.0,         0.0,         0.0
"Line.L_TR_SUB_MT_FIC_1803",   2,      3047.0,      1486.5
"Line.SW_2039_SES"      ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_2039_SES"      ,   2,         0.0,         0.0
"Line.SW_CO1_SES"       ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_CO1_SES"       ,   2,         0.0,         0.0
"Line.SW_2016_SES"      ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_2016_SES"      ,   2,         0.0,         0.0
"Line.SW_2018_SES"      ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_2018_SES"      ,   2,        -0.0,        -0.0
"Line.SW_2019_SES"      ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_2019_SES"      ,   2,         0.0,         0.0
"Line.SW_ES01_SES"      ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_ES01_SES"      ,   2,        -0.0,        -0.0
"Line.SW_2010_SES"      ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_2010_SES"      ,   2,         0.0,         0.0
"Line.SW_CO3_SES"       ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_CO3_SES"       ,   2,         0.0,         0.0
"Line.SW_2011T_SES"     ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_2011T_SES"     ,   2,         0.0,        -0.0
"Line.SW_2031T_SES"     ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.SW_2031T_SES"     ,   2,         0.0,        -0.0
"Line.SW_C10891_CHVPRI" ,   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Line.SW_C10891_CHVPRI" ,   2,      -609.3,      -297.2
"Line.SW_C10909_CHVPRI" ,   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Line.SW_C10909_CHVPRI" ,   2,      -609.3,      -297.2
"Line.SW_C11067_CHVPRI" ,   1,     -3047.0,     -1486.5,         0.0,         0.0,         0.0,         0.0
"Line.SW_C11067_CHVPRI" ,   2,      3047.0,      1486.5
"Line.SW_C11070_CHVPRI" ,   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Line.SW_C11070_CHVPRI" ,   2,      -609.3,      -297.2
"Line.SW_C13112_CHVPRI" ,   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Line.SW_C13112_CHVPRI" ,   2,      -609.3,      -297.2
"Line.SW_C13116_CHVPRI" ,   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Line.SW_C13116_CHVPRI" ,   2,      -609.3,      -297.2
"Transformer.T_C13112_SUBT",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Transformer.T_C13112_SUBT",   2,      -600.1,      -255.6
"Transformer.T_C13116_SUBT",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Transformer.T_C13116_SUBT",   2,      -600.1,      -255.6
"Transformer.T_C11067_SUBT",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Transformer.T_C11067_SUBT",   2,      -600.1,      -255.6
"Transformer.T_C11070_SUBT",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Transformer.T_C11070_SUBT",   2,      -600.1,      -255.6
"Transformer.T_C10891_SUBT",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Transformer.T_C10891_SUBT",   2,      -600.1,      -255.6
"Transformer.T_C10909_SUBT",   1,       609.3,       297.2,         0.0,         0.0,         0.0,         0.0
"Transformer.T_C10909_SUBT",   2,      -600.1,      -255.6
"Load.L_C13112_SUBT"    ,   1,       600.0,       255.6
"Load.L_C13116_SUBT"    ,   1,       600.0,       255.6
"Load.L_C11067_SUBT"    ,   1,       600.0,       255.6
"Load.L_C11070_SUBT"    ,   1,       600.0,       255.6
"Load.L_C10891_SUBT"    ,   1,       600.0,       255.6
"Load.L_C10909_SUBT"    ,   1,       600.0,       255.6
